title_normalized,title_original,tmdb_id,year,director,tmdb_genres,tmdb_keywords,nanogenres,themes,overview,popularity,vote_average,lb_url
anima,Anima,610120,2019,Paul Thomas Anderson,Music,music video|one-reeler,,,"In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud.",1.4807,7.294,https://letterboxd.com/film/anima/
annie hall,Annie Hall,703,1977,Woody Allen,Comedy|Drama|Romance,new york city|sports|tennis|narration|job interview|cocaine|neurosis|comedian|romcom|love|singer|breaking the fourth wall|wry,,,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,4.3353,7.735,https://letterboxd.com/film/annie-hall/
anora,Anora,1064213,2024,Sean Baker,Drama|Comedy|Romance,"new year's eve|new york city|marriage|boardwalk|baptism|strip club|coney island|female protagonist|mansion|class differences|las vegas|lap dance|home invasion|drunk|brooklyn, new york city|screwball comedy|new york subway|hedonism|psychotic|immaturity",,,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",14.1748,7.1,https://letterboxd.com/film/anora/
another round,Another Round,580175,2020,Thomas Vinterberg,Comedy|Drama,"friendship|experiment|copenhagen, denmark|alcohol|melancholy|alcoholism|family relationships|teacher|drunk|teacher student relationship|intoxication|social pressure|pressure to perform|wistful|hilarious",,,Four stagnant high school teachers decide to test out a theory that maintaining a constant level of intoxication will improve their overall lives.,5.7109,7.6,https://letterboxd.com/film/another-round/
antichrist,Antichrist,17609,2009,Lars von Trier,Drama|Horror|Thriller,depression|suffering|therapist|symbolism|marriage|masochism|controversy|woods|god|cabin|psychological thriller|torture|fear|cruelty|nature|masturbation|guilt|occult|self mutilation|grieving,,,"A grieving couple retreats to their cabin 'Eden' in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",6.0939,6.626,https://letterboxd.com/film/antichrist/
anyone but you,Anyone But You,1072790,2023,Will Gluck,Romance|Comedy,australia|hiking|romcom|based on play or musical|law school|aftercreditsstinger|duringcreditsstinger|fake dating|destination wedding,,,"After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",10.6404,6.792,https://letterboxd.com/film/anyone-but-you/
apocalypse now,Apocalypse Now,28,1979,Francis Ford Coppola,Drama|War,guerrilla warfare|vietnam war|journalist|mission|vietnam|vietcong|central intelligence agency (cia)|cambodia|army|drug abuse|based on novel or book|secret mission|insanity|surrealism|tribe|green beret|jungle|descent into madness|brutality|riverboat,,,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerril",12.0027,8.268,https://letterboxd.com/film/apocalypse-now/
apollo 11,Apollo 11,549559,2019,Todd Douglas Miller,Documentary|History|Drama,moon|nasa|based on true story|moon landing|space|space race|usa history|1960s|apollo program|lunar mission,,,A look at the Apollo 11 mission to land on the moon led by commander Neil Armstrong and pilot Buzz Aldrin.,2.7236,7.884,https://letterboxd.com/film/apollo-11/
apollo 13,Apollo 13,568,1995,Ron Howard,Drama|History,"rescue|florida|race against time|moon|nasa|spaceman|based on true story|houston, texas|survival|space|disaster|explosion|astronaut|hypothermia|apollo program|lunar mission|spacecraft accident",,,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground ",15.038,7.454,https://letterboxd.com/film/apollo-13/
aquaman and the lost kingdom,Aquaman and the Lost Kingdom,572802,2023,James Wan,Action|Adventure|Fantasy,superhero|secret society|half-brother|sequel|revenge|dysfunctional relationship|dc extended universe (dceu)|ancient evil|underwater world|vengeance|brother brother relationship,,,"Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Arthur (Aquaman) forges an alliance with his imprisoned brother. They must protect the kingdom.",10.5428,6.528,https://letterboxd.com/film/aquaman-and-the-lost-kingdom/
argylle,Argylle,848538,2024,Matthew Vaughn,Action|Adventure|Comedy,cat|spy|secret agent|writer's block|author|novelist|aftercreditsstinger|secrets|absurd|cliché,,,"When the plots of reclusive author Elly Conway's fictional espionage novels begin to mirror the covert actions of a real-life spy organization, quiet evenings at home become a thing of the past. Accompanied by her cat Alfie and Aidan, a cat-allergic spy, Elly races across the world to stay one step ",5.2663,6.0,https://letterboxd.com/film/argylle/
army of darkness,Army of Darkness,766,1992,Sam Raimi,Fantasy|Horror|Comedy,witch|skeleton|swordplay|supermarket|prophecy|castle|time travel|catapult|incantation|time frame|pit|windmill|undead|knight|zombie|chainsaw|middle ages (476-1453)|necronomicon|doppelgänger|psychotronic,,,"Ash, a handsome, shotgun-toting, chainsaw-armed department store clerk, is time warped backwards into England's Dark Ages, where he romances a beauty and faces legions of the undead.",5.4594,7.261,https://letterboxd.com/film/army-of-darkness/
aro berria,Aro berria,1025388,2025,Irati Gorostidi Agirretxe,History|Drama,,,,"San Sebastian, 1978. The workers at the water meter factory hold an assembly to discuss a strike, which ultimately fails. Disappointed, the most non-conformist workers turn their aspirations for radical transformation towards more intimate spheres. Some leave the factory to join an isolated communit",0.1141,0.0,https://letterboxd.com/film/aro-berria/
arrival,Arrival,329865,2016,Denis Villeneuve,Drama|Science Fiction|Mystery,spacecraft|extraterrestrial technology|loss|time|alien|language|female protagonist|scientist|heartbreak|based on short story|alien contact|military|alien language|linguist|first contact|communication|linguistics|time-manipulation|determinism|wistful,,,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",14.9212,7.624,https://letterboxd.com/film/arrival/
as good as it gets,As Good as It Gets,2898,1997,James L. Brooks,Drama|Comedy|Romance,new york city|friendship|waitress|single parent|restaurant|lone wolf|dogsitter|road trip|racist|neighbor|author|obsessive compulsive disorder (ocd)|single mother|home invasion|dog|novelist|art dealer|rude|obnoxious|unlikely friendship,,,"A misanthropic author, a single mother and waitress, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",5.2674,7.4,https://letterboxd.com/film/as-good-as-it-gets/
asteroid city,Asteroid City,747188,2023,Wes Anderson,Comedy|Drama,quarantine|asteroid|diner|grandfather|war photographer|alien|grief|space|family|widower|astronomy|story within the story|existentialism|parent-in-law child-in-law relationship|vending machine|stage play|death of wife|1950s|convention|stargazing,,,"In an American desert town circa 1955, the itinerary of a Junior Stargazer/Space Cadet convention is spectacularly disrupted by world-changing events.",5.6273,6.45,https://letterboxd.com/film/asteroid-city/
audition,Audition,339140,2015,Lovisa Sirén,Drama,woman director|short film,,,"Experienced male actors are called to an audition. During the screen test, they realise that the female director is looking for something they are unwilling to expose. A humorous and masterful depiction of power structures and male defense mechanisms.",0.175,3.7,https://letterboxd.com/film/audition/
avatar: fire and ash,Avatar: Fire and Ash,83533,2025,James Cameron,Science Fiction|Adventure|Fantasy,witch|clone|space war|tribe|sequel|alien|transhumanism|family|space adventure|family dynamics|rival|audacious|cliché|vibrant|oscar winner,,,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conf",418.2833,7.374,https://letterboxd.com/film/avatar-fire-and-ash/
avatar: the way of water,Avatar: The Way of Water,76600,2022,James Cameron,Action|Adventure|Science Fiction,dying and death|loss of loved one|alien life-form|resurrection|dysfunctional family|sequel|alien planet|distant future|transhumanism|adopted child|rebirth|family dynamics|adopted son|stronger villain|complex|war|intense|bold|complicated|demeaning,,,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",40.801,7.6,https://letterboxd.com/film/avatar-the-way-of-water/
b.i.b.l.e. - the documentary,B.I.B.L.E. - The Documentary,960099,2022,Sam Balaban,Documentary,,,,Official short documentary for Fivio Foreign's debut studio album: B.I.B.L.E.,0.4164,0.0,https://letterboxd.com/film/b-i-b-l-e-the-documentary/
babies don't come with instructions,Babies Don't Come with Instructions,1238200,2024,Marina Seresesky,Comedy|Drama,remake|father daughter relationship,,,"Leo is a single, womanizing guy who lives day to day in a tiny beach town in the Canary Islands. One day one of his old flings, Julia, reappears to leave a baby of a few months in his arms and she disappears at the next morning.",0.4711,6.85,https://letterboxd.com/film/babies-dont-come-with-instructions/
baby driver,Baby Driver,339403,2017,Edgar Wright,Action|Crime,robbery|waitress|atlanta|crime boss|romance|heist|getaway car|on the run|shootout|bank robbery|getaway driver|sign languages|armed robbery|hearing impaired|music|antagonistic|cheerful|foreboding|joyful|urgent,,,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",11.4185,7.443,https://letterboxd.com/film/baby-driver/
