user_idx,movie_idx,weight,user_id,movie_title
0,784,0.1326,letterboxd-mariohervas-2026-03-04-17-51-utc,the whale
0,818,0.088643,letterboxd-mariohervas-2026-03-04-17-51-utc,trouble
0,339,0.044443,letterboxd-mariohervas-2026-03-04-17-51-utc,joker: folie à deux
0,638,0.155977,letterboxd-mariohervas-2026-03-04-17-51-utc,the boy and the heron
0,837,0.157265,letterboxd-mariohervas-2026-03-04-17-51-utc,vertigo
0,803,0.180224,letterboxd-mariohervas-2026-03-04-17-51-utc,timecrimes
0,768,0.180718,letterboxd-mariohervas-2026-03-04-17-51-utc,the substance
0,689,0.181214,letterboxd-mariohervas-2026-03-04-17-51-utc,the human condition iii: a soldier's prayer
0,705,0.204425,letterboxd-mariohervas-2026-03-04-17-51-utc,the killing of a sacred deer
0,452,0.158998,letterboxd-mariohervas-2026-03-04-17-51-utc,nimic
0,91,0.045428,letterboxd-mariohervas-2026-03-04-17-51-utc,black and blue
0,422,0.136284,letterboxd-mariohervas-2026-03-04-17-51-utc,minari
0,616,0.158998,letterboxd-mariohervas-2026-03-04-17-51-utc,the act of killing
0,51,0.158998,letterboxd-mariohervas-2026-03-04-17-51-utc,anima
0,765,0.136284,letterboxd-mariohervas-2026-03-04-17-51-utc,the steamroller and the violin
0,32,0.136284,letterboxd-mariohervas-2026-03-04-17-51-utc,"aguirre, the wrath of god"
0,591,0.204425,letterboxd-mariohervas-2026-03-04-17-51-utc,stalker
0,703,0.090856,letterboxd-mariohervas-2026-03-04-17-51-utc,the killers
0,391,0.136284,letterboxd-mariohervas-2026-03-04-17-51-utc,lux æterna
0,480,0.158998,letterboxd-mariohervas-2026-03-04-17-51-utc,orpheus
0,505,0.181711,letterboxd-mariohervas-2026-03-04-17-51-utc,primer
0,313,0.158998,letterboxd-mariohervas-2026-03-04-17-51-utc,incendies
0,324,0.227139,letterboxd-mariohervas-2026-03-04-17-51-utc,irreversible
0,205,0.183211,letterboxd-mariohervas-2026-03-04-17-51-utc,eraserhead
0,751,0.137785,letterboxd-mariohervas-2026-03-04-17-51-utc,the room next door
0,576,0.092869,letterboxd-mariohervas-2026-03-04-17-51-utc,smile 2
0,614,0.140069,letterboxd-mariohervas-2026-03-04-17-51-utc,terrifier 3
0,147,0.141225,letterboxd-mariohervas-2026-03-04-17-51-utc,crash
0,98,0.211837,letterboxd-mariohervas-2026-03-04-17-51-utc,bliss
0,321,0.117687,letterboxd-mariohervas-2026-03-04-17-51-utc,insomnia
0,778,0.117687,letterboxd-mariohervas-2026-03-04-17-51-utc,the trial of the chicago 7
0,534,0.117687,letterboxd-mariohervas-2026-03-04-17-51-utc,saltburn
0,320,0.117687,letterboxd-mariohervas-2026-03-04-17-51-utc,inside out 2
0,265,0.117687,letterboxd-mariohervas-2026-03-04-17-51-utc,"good luck to you, leo grande"
